repo	commit_hash	code_change	change_type	bug_fixing_commit_count	is_buggy_line	code_change_remove_common_tokens
nova	4afaf1792de257c7ba9168d53628218706fa438a	 if rec_uuid = = vdi_uuid  	added	2.0	1.0	rec_uuid = = vdi_uuid 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 it will override what happens to be installed in / usr /  local /  lib / python    	added	0.0	0.0	it will override what happens to be installed / usr / local / lib / python 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 A cached image that is being used by at least one VM is said to be <STR>  	added	0.0	0.0	A cached image that being used by at least one VM said to be <STR> 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 if len  children  > <NUM>  	added	0.0	0.0	children > <NUM> 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 if__ name__ = = <STR>  	added	1.0	1.0	if__ name__ = = <STR> 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 utils  monkey_patch   	added	0.0	0.0	utils monkey_patch 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 os  pardir   	added	0.0	0.0	os pardir 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 descendent of the base - copy  So when we delete the cached - image  the 	added	0.0	0.0	descendent of the base - copy So when we delete the cached - image the 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 def main    	added	1.0	1.0	main 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 root_vdi_rec = chain [ - <NUM> ] 	added	0.0	0.0	root_vdi_rec = chain [ - <NUM> ] 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 xenapi = xenapi_driver  XenAPIDriver   	added	1.0	1.0	xenapi = xenapi_driver XenAPIDriver 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 try  	added	0.0	0.0	
nova	4afaf1792de257c7ba9168d53628218706fa438a	 This is not recursive  only the immediate children are returned  	added	0.0	0.0	This recursive only the immediate children are returned 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 from nova  openstack  common import cfg 	added	11.0	1.0	nova openstack common cfg 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 main   	added	0.0	0.0	main 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 elif len  chain  = = <NUM>  	added	0.0	0.0	chain = = <NUM> 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 The default behavior of this function is to destroy only <STR> cached 	added	0.0	0.0	The default behavior of this function to destroy only <STR> cached 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 destroy_vdi  session  vdi_ref  	added	3.0	1.0	destroy_vdi session vdi_ref 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 _ scan_sr  session  sr_ref  	added	4.0	1.0	_ scan_sr session sr_ref 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 return destroyed 	added	0.0	0.0	destroyed 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 cached_images =_find_cached_images  session  sr_ref  	added	2.0	1.0	cached_images =_find_cached_images session sr_ref 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 help = <STR>  	added	4.0	1.0	= <STR> 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 sys  path  insert  <NUM>  POSSIBLE_TOPDIR  	added	0.0	0.0	sys path insert <NUM> POSSIBLE_TOPDIR 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 import os 	added	7.0	1.0	os 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 rec_uuid = rec [ <STR> ] 	added	2.0	1.0	rec_uuid = rec [ <STR> ] 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 scan_default_sr  session  	added	2.0	1.0	scan_default_sr session 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 os  pardir 	added	0.0	0.0	os pardir 
nova	4afaf1792de257c7ba9168d53628218706fa438a	_ scan_sr  session  sr_ref  	removed	2.0	1.0	_ scan_sr session sr_ref 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 <STR> 	removed	22.0	1.0	<STR> 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 return None 	removed	1.0	1.0	None 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 root_vdi_ref = find_cached_image  session  image_id  sr_ref  	removed	3.0	1.0	root_vdi_ref = find_cached_image session image_id sr_ref 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 if image_id = = other_config  get  <STR>   	removed	0.0	0.0	image_id = = other_config get <STR> 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 other_config = vdi_rec [ <STR> ] 	removed	0.0	0.0	other_config = vdi_rec [ <STR> ] 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 return vdi_ref 	removed	1.0	1.0	vdi_ref 
nova	4afaf1792de257c7ba9168d53628218706fa438a	 def find_cached_image  session  image_id  sr_ref  	removed	3.0	1.0	find_cached_image session image_id sr_ref 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	instance_props =  <STR>  	added	0.0	0.0	instance_props = <STR> 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	 <STR>  	added	0.0	0.0	<STR> 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	 instance_values  pop  <STR>  	added	0.0	0.0	instance_values pop <STR> 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	 if self  cell_type ! = <STR>  	added	9.0	1.0	self cell_type ! = <STR> 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	 if not self  is_cells  	added	0.0	0.0	self is_cells 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	 self  context  inst  	added	0.0	0.0	self context inst 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	 instance = obj_base  obj_to_primitive  instance  	added	1.0	1.0	instance = obj_base obj_to_primitive instance 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	 self  compute_api  network_api  deallocate_for_instance  	added	0.0	0.0	self compute_api network_api deallocate_for_instance 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	 from nova  objects import base as obj_base 	added	0.0	0.0	nova objects base obj_base 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	 self  network_api  deallocate_for_instance  elevated  	added	0.0	0.0	self network_api deallocate_for_instance elevated 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	 instance 	added	1.0	1.0	instance 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	instance_values = security_group  make_secgroup_list  	removed	0.0	0.0	instance_values = security_group make_secgroup_list 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	 instance_values [ <STR> ]  	removed	0.0	0.0	instance_values [ <STR> ] 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	 if <STR> in instance_values  	removed	0.0	0.0	<STR> instance_values 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	 instance  	removed	0.0	0.0	instance 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	 self  context  inst  	removed	0.0	0.0	self context inst 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	 self  compute_api  network_api  deallocate_for_instance  	removed	0.0	0.0	self compute_api network_api deallocate_for_instance 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	 instance_props =  <STR>  	removed	0.0	0.0	instance_props = <STR> 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	 self  network_api  deallocate_for_instance  elevated  	removed	0.0	0.0	self network_api deallocate_for_instance elevated 
nova	14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3	 from nova  objects import security_group	removed	0.0	0.0	nova objects security_group 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	task_states  RESIZE_MIGRATED  	added	2.0	1.0	task_states RESIZE_MIGRATED 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 self  assertIn  <STR>  search_opts  	added	0.0	0.0	self assertIn <STR> search_opts 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 task_states  RESIZE_MIGRATED  <STR>  	added	3.0	1.0	task_states RESIZE_MIGRATED <STR> 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 return instance_obj _make_instance_list  	added	1.0	1.0	instance_obj _make_instance_list 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 list of task states  	added	0.0	0.0	of task states 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 db_list = [ fakes  stub_instance  <NUM>  uuid = server_uuid  ] 	added	2.0	1.0	db_list = [ fakes stub_instance <NUM> uuid = server_uuid ] 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 if search_opts  get  <STR>  = = [ <STR> ]  	added	0.0	0.0	search_opts get <STR> = = [ <STR> ] 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 expected =  [ vm_states  ACTIVE  vm_states  STOPPED ]  	added	1.0	1.0	expected = [ vm_states ACTIVE vm_states STOPPED ] 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 servers = self  controller  detail  req  [ <STR> ] 	added	2.0	1.0	servers = self controller detail req [ <STR> ] 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 actual = common  task_and_vm_state_from_status  fixture<NUM>  	added	3.0	1.0	actual = common task_and_vm_state_from_status fixture<NUM> 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 expected = <STR> 	added	6.0	1.0	expected = <STR> 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 self  assertEqual  len  servers   <NUM>  	added	1.0	1.0	self assertEqual servers <NUM> 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 task_states  RESIZE_MIGRATING  	added	2.0	1.0	task_states RESIZE_MIGRATING 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 vm_states = set   	added	0.0	0.0	vm_states = 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 task_states  RESIZE_FINISH   	added	1.0	1.0	task_states RESIZE_FINISH 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 <STR> 	added	9.0	1.0	<STR> 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 task_states  RESIZE_PREP  <STR>  	added	2.0	1.0	task_states RESIZE_PREP <STR> 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 req = fakes  HTTPRequestV<NUM>  blank  <STR>  	added	2.0	1.0	req = fakes HTTPRequestV<NUM> blank <STR> 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 [ task_states  RESIZE_FINISH  	added	1.0	1.0	[ task_states RESIZE_FINISH 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 vm_states  add  state  	added	0.0	0.0	vm_states add state 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 [ vm_states  ACTIVE  vm_states  STOPPED ]  	added	0.0	0.0	[ vm_states ACTIVE vm_states STOPPED ] 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 for vm_state in  vm_states  ACTIVE  vm_states  STOPPED   	added	0.0	0.0	vm_state vm_states ACTIVE vm_states STOPPED 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 expected = [ vm_states  ACTIVE ]  [ task_states  REBOOTING ] 	added	5.0	1.0	expected = [ vm_states ACTIVE ] [ task_states REBOOTING ] 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 actual = common  status_from_state  vm_state  task_state  	added	0.0	0.0	actual = common status_from_state vm_state task_state 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 task_states  add  task_state  	added	0.0	0.0	task_states add task_state 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 task_states  RESIZE_PREP ]  	added	1.0	1.0	task_states RESIZE_PREP ] 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 server_uuid = str  uuid  uuid<NUM>    	added	3.0	1.0	server_uuid = uuid uuid<NUM> 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 def fake_get_all  compute_self  context  search_opts = None  	added	1.0	1.0	fake_get_all compute_self context search_opts = None 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 self  stubs  Set  compute_api  API  <STR>  fake_get_all  	added	1.0	1.0	self stubs Set compute_api API <STR> fake_get_all 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 context  instance_obj  InstanceList    db_list  FIELDS  	added	2.0	1.0	context instance_obj InstanceList db_list FIELDS 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 task_states = set   	added	0.0	0.0	task_states = 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 self  assertEqual  search_opts [ <STR> ]  [ vm_states  ACTIVE ]  	added	0.0	0.0	self assertEqual search_opts [ <STR> ] [ vm_states ACTIVE ] 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 def test_status_from_state  self   	added	1.0	1.0	test_status_from_state self 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 def test_get_servers_resize_status  self   	added	5.0	1.0	test_get_servers_resize_status self 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 from nova  compute import vm_states 	added	2.0	1.0	nova compute vm_states 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 task_states  RESIZE_MIGRATING  <STR>  	added	2.0	1.0	task_states RESIZE_MIGRATING <STR> 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 limit = None  marker = None  want_objects = False   	added	2.0	1.0	limit = None marker = None want_objects = 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 sort_key = None  sort_dir = <STR>  	added	1.0	1.0	sort_key = None sort_dir = <STR> 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 for task_state in  task_states  RESIZE_PREP  	added	0.0	0.0	task_state task_states RESIZE_PREP 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 self  assertEqual  search_opts [ <STR> ]  	added	0.0	0.0	self assertEqual search_opts [ <STR> ] 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 self  assertEqual  servers [ <NUM> ] [ <STR> ]  server_uuid  	added	0.0	0.0	self assertEqual servers [ <NUM> ] [ <STR> ] server_uuid 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 self  assertEqual  expected  actual  	added	1.0	1.0	self assertEqual expected actual 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 req = fakes  HTTPRequest  blank  <STR>  	added	2.0	1.0	req = fakes HTTPRequest blank <STR> 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 from nova  compute import task_states 	added	3.0	1.0	nova compute task_states 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 return sorted  vm_states   sorted  task_states  	added	0.0	0.0	vm_states task_states 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 task_states  RESIZE_FINISH  <STR>  	added	2.0	1.0	task_states RESIZE_FINISH <STR> 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 fixture<NUM> = <STR> 	added	3.0	1.0	fixture<NUM> = <STR> 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 <STR> Map the server status string to list of vm states and	added	1.0	1.0	<STR> Map the server status string to of vm states 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	if search_opts  get  <STR>  	removed	0.0	0.0	search_opts get <STR> 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 task_states = [ ] 	removed	0.0	0.0	task_states = [ ] 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 fixture = <STR> 	removed	2.0	1.0	fixture = <STR> 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 excepted = <STR> ] 	removed	0.0	0.0	excepted = <STR> ] 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 return vm_state  task_states 	removed	0.0	0.0	vm_state task_states 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 <STR> 	removed	0.0	0.0	<STR> 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 self  assertEqual  actual  excepted  	removed	0.0	0.0	self assertEqual actual excepted 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 vm_state = state 	removed	0.0	0.0	vm_state = state 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 task_states  append  task_state  	removed	0.0	0.0	task_states append task_state 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 self  assertEqual  search_opts [ <STR>  	removed	1.0	1.0	self assertEqual search_opts [ <STR> 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 vm_state = <STR> 	removed	0.0	0.0	vm_state = <STR> 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 actual = common  task_and_vm_state_from_status  fixture  	removed	2.0	1.0	actual = common task_and_vm_state_from_status fixture 
nova	6e8a094c48dc77fdfe68c72c7a09b7819710d4b6	 self  assertEqual  search_opts [ <STR> ]  vm_states  ACTIVE 	removed	1.0	1.0	self assertEqual search_opts [ <STR> ] vm_states ACTIVE 
nova	1ce493b9e4e0c381146287161ab2a3c75f1fc603	is_secure   AndReturn  self  http  	added	0.0	0.0	is_secure AndReturn self http 
nova	1ce493b9e4e0c381146287161ab2a3c75f1fc603	 return self  conn  new_http_connection  host  is_secure  	added	1.0	1.0	self conn new_http_connection host is_secure 
nova	1ce493b9e4e0c381146287161ab2a3c75f1fc603	 host  port  is_secure = args 	added	0.0	0.0	host port is_secure = args 
nova	1ce493b9e4e0c381146287161ab2a3c75f1fc603	 except ValueError  	added	0.0	0.0	ValueError 
nova	1ce493b9e4e0c381146287161ab2a3c75f1fc603	 return self  conn  new_http_connection  host  port  is_secure  	added	1.0	1.0	self conn new_http_connection host port is_secure 
nova	1ce493b9e4e0c381146287161ab2a3c75f1fc603	 self  ec<NUM>  new_http_connection  host or self  host  <NUM>  	added	0.0	0.0	self ec<NUM> new_http_connection host self host <NUM> 
nova	1ce493b9e4e0c381146287161ab2a3c75f1fc603	 if boto  Version > = <STR>  	added	2.0	1.0	boto Version > = <STR> 
nova	1ce493b9e4e0c381146287161ab2a3c75f1fc603	 host  is_secure = args 	added	0.0	0.0	host is_secure = args 
nova	1ce493b9e4e0c381146287161ab2a3c75f1fc603	 def get_http_connection  * args   	added	0.0	0.0	get_http_connection * args 
nova	1ce493b9e4e0c381146287161ab2a3c75f1fc603	 try  	added	0.0	0.0	
nova	1ce493b9e4e0c381146287161ab2a3c75f1fc603	 elif boto  Version > = <STR> 	added	2.0	1.0	boto Version > = <STR> 
nova	1ce493b9e4e0c381146287161ab2a3c75f1fc603	return self  conn  new_http_connection  host  is_secure  	removed	2.0	1.0	self conn new_http_connection host is_secure 
nova	1ce493b9e4e0c381146287161ab2a3c75f1fc603	 if boto  Version > = <STR>  	removed	2.0	1.0	boto Version > = <STR> 
nova	1ce493b9e4e0c381146287161ab2a3c75f1fc603	 def get_http_connection  host  is_secure  	removed	2.0	1.0	get_http_connection host is_secure 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 	added	0.0	0.0	
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 old_ref  new_ref = db  instance_update_and_get_original  self  context  	added	0.0	0.0	old_ref new_ref = db instance_update_and_get_original self context 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 self  context  fake_instance  scheduler_hint  False  	added	6.0	1.0	self context fake_instance scheduler_hint 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 request_spec   	added	1.0	1.0	request_spec 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 updates =  <STR>  vm_states  ERROR  	added	5.0	1.0	updates = <STR> vm_states ERROR 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 <STR> 	added	3.0	1.0	<STR> 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 scheduler_hint [ <STR> ]  	added	1.0	1.0	scheduler_hint [ <STR> ] 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 if image_ref  	added	0.0	0.0	image_ref 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 reservations  request_spec = request_spec  	added	2.0	1.0	reservations request_spec = request_spec 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 self  context  request_spec  filter_properties   AndReturn  hosts  	added	4.0	1.0	self context request_spec filter_properties AndReturn hosts 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 self  context  request_spec  <STR>   AndRaise  	added	1.0	1.0	self context request_spec <STR> AndRaise 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 inst =  	added	1.0	1.0	inst = 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 reservations  	added	1.0	1.0	reservations 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 fake_instance_uuid  	added	1.0	1.0	fake_instance_uuid 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 self _set_vm_state_and_notify  context  <STR>  	added	5.0	1.0	self _set_vm_state_and_notify context <STR> 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 False  False  <STR>   	added	0.0	0.0	<STR> 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 exc  NoValidHost  reason = <STR>   	added	2.0	1.0	exc NoValidHost reason = <STR> 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 context  <STR>  method  updates  	added	0.0	0.0	context <STR> method updates 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 self  mox  StubOutWithMock  self  conductor_manager  image_service  <STR>  	added	19.0	1.0	self mox StubOutWithMock self conductor_manager image_service <STR> 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 filter_properties =  <STR>  retry  	added	5.0	1.0	filter_properties = <STR> retry 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 <STR>  instance_properties  	added	2.0	1.0	<STR> instance_properties 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 host_state  	added	0.0	0.0	host_state 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 self  mox  StubOutWithMock  scheduler_utils  <STR>  	added	35.0	1.0	self mox StubOutWithMock scheduler_utils <STR> 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 self  context  request_spec      AndReturn  hosts  	added	1.0	1.0	self context request_spec AndReturn hosts 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 scheduler_utils  set_vm_state_and_notify  	added	5.0	1.0	scheduler_utils set_vm_state_and_notify 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 scheduler_utils  populate_filter_properties  filter_properties  	added	2.0	1.0	scheduler_utils populate_filter_properties filter_properties 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 mox  IsA  test  TestingException   mox  IgnoreArg    	added	0.0	0.0	mox IsA test TestingException mox IgnoreArg 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 RPC_API_VERSION = <STR> 	added	6.0	1.0	RPC_API_VERSION = <STR> 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 self  conductor_manager  scheduler_rpcapi  select_destinations  	added	5.0	1.0	self conductor_manager scheduler_rpcapi select_destinations 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 scheduler_hint =  <STR>  filter_properties  	added	1.0	1.0	scheduler_hint = <STR> filter_properties 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 def_fake_migrate_server  * args  * * kwargs   	added	2.0	1.0	def_fake_migrate_server * args * * kwargs 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 updates  ex  request_spec  	added	0.0	0.0	updates ex request_spec 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 <STR>  None  	added	2.0	1.0	<STR> None 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 with compute_utils  EventReporter  context  ConductorManager    	added	6.0	1.0	compute_utils EventReporter context ConductorManager 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 def test_cold_migrate_post_populates_retry  self   	added	3.0	1.0	test_cold_migrate_post_populates_retry self 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 hosts = self  scheduler_rpcapi  select_destinations  	added	12.0	1.0	hosts = self scheduler_rpcapi select_destinations 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 self  context     [ fake_instance ]   AndReturn  request_spec  	added	5.0	1.0	self context [ fake_instance ] AndReturn request_spec 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 <STR>  None    AndReturn   inst  inst   	added	0.0	0.0	<STR> None AndReturn inst inst 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 LOG  warning _ <STR>   	added	1.0	1.0	LOG warning _ <STR> 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 filter_properties = filter_properties  node = node  	added	3.0	1.0	filter_properties = filter_properties node = node 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 self  conductor_manager  compute_rpcapi  <STR>  	added	0.0	0.0	self conductor_manager compute_rpcapi <STR> 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 self  stubs  Set  conductor_manager  ComputeTaskManager  	added	0.0	0.0	self stubs Set conductor_manager ComputeTaskManager 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 updates =  <STR>  None  	added	3.0	1.0	updates = <STR> None 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 mox  IsA  conductor_api  LocalAPI   new_ref  	added	0.0	0.0	mox IsA conductor_api LocalAPI new_ref 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 fake_instance_uuid = <STR> 	added	5.0	1.0	fake_instance_uuid = <STR> 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 except exception  NoValidHost as ex  	added	1.0	1.0	exception NoValidHost ex 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	  inst  inst   	added	0.0	0.0	inst inst 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 request_spec = scheduler_utils  build_request_spec  	added	2.0	1.0	request_spec = scheduler_utils build_request_spec 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 scheduler_hint =  <STR>  	added	1.0	1.0	scheduler_hint = <STR> 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 def test_cold_migrate_exception_host_in_error_state_and_raise  self   	added	3.0	1.0	test_cold_migrate_exception_host_in_error_state_and_raise self 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 self  assertRaises  test  TestingException  self  conductor  migrate_server  	added	2.0	1.0	self assertRaises test TestingException self conductor migrate_server 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 filter_properties  pop  <STR>  None  	added	5.0	1.0	filter_properties pop <STR> None 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 retry =  <STR>  <NUM>  	added	3.0	1.0	retry = <STR> <NUM> 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 self  conductor  migrate_server  	added	5.0	1.0	self conductor migrate_server 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 <STR> _fake_migrate_server  	added	0.0	0.0	<STR> _fake_migrate_server 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 self  quotas  rollback  context  reservations  	added	2.0	1.0	self quotas rollback context reservations 
nova	1a0d17537f7f6cb6e4514fa6dbda0219949a3029	 with excutils  save_and_reraise_exception    	added	0.0	0.0	excutils save_and_reraise_exception 
